»’∆⁄,÷ ¡øµ»º∂,AQI÷∏ ˝,µ±ÃÏAQI≈≈√˚,PM2.5,PM10,So2,No2,Co,O3
2013-12-04,÷ÿ∂»Œ€»æ,203,69,140,198,47,42,1.49,22
2013-12-05,÷–∂»Œ€»æ,176,63,133,169,41,34,1.37,14
2013-12-06,÷–∂»Œ€»æ,185,79,125,170,41,35,1.51,12
2013-12-07,«·∂»Œ€»æ,145,44,107,152,43,39,1.52,11
2013-12-08,«·∂»Œ€»æ,141,31,84,114,40,29,1.23,4
2013-12-09,¡º,88,23,49,84,53,31,1.05,11
2013-12-10,¡º,73,16,49,73,49,29,1.04,6
2013-12-11,¡º,62,13,44,66,28,29,0.89,8
2013-12-12,¡º,67,18,53,86,36,31,1.06,9
2013-12-13,¡º,88,39,76,124,45,41,1.32,7
2013-12-14,«·∂»Œ€»æ,109,39,95,134,43,36,1.44,7
2013-12-15,«·∂»Œ€»æ,112,54,53,67,27,29,1.03,9
2013-12-16,¡º,57,28,41,59,25,27,0.96,18
2013-12-17,¡º,72,48,64,92,23,34,1.12,12
2013-12-18,¡º,92,70,76,109,39,37,1.10,10
2013-12-19,«·∂»Œ€»æ,110,59,80,116,56,38,0.98,13
2013-12-20,«·∂»Œ€»æ,101,42,78,114,35,33,1.00,12
2013-12-21,«·∂»Œ€»æ,115,50,90,128,52,34,1.10,9
2013-12-22,«·∂»Œ€»æ,122,45,99,149,42,39,1.22,11
2013-12-23,÷–∂»Œ€»æ,155,51,133,194,73,40,1.40,8
2013-12-24,÷–∂»Œ€»æ,194,61,155,221,72,43,1.69,6
2013-12-25,÷ÿ∂»Œ€»æ,221,65,187,256,78,46,1.91,5
2013-12-26,÷ÿ∂»Œ€»æ,231,68,157,194,60,37,1.56,4
2013-12-27,÷–∂»Œ€»æ,167,97,112,135,49,32,1.35,5
2013-12-28,«·∂»Œ€»æ,134,82,98,121,38,32,1.34,7
2013-12-29,«·∂»Œ€»æ,132,82,100,125,41,32,1.45,6
2013-12-30,«·∂»Œ€»æ,135,83,104,136,50,37,1.50,8
2013-12-31,«·∂»Œ€»æ,149,138,107,149,40,41,1.54,9
2014-01-01,«·∂»Œ€»æ,149,140,114,161,61,40,1.50,9
2014-01-02,÷–∂»Œ€»æ,167,131,134,187,62,40,1.35,11
2014-01-03,÷ÿ∂»Œ€»æ,208,144,158,229,56,52,1.62,15
2014-01-04,÷ÿ∂»Œ€»æ,205,170,156,226,42,54,1.73,21
2014-01-05,÷ÿ∂»Œ€»æ,210,148,160,213,37,46,1.64,16
2014-01-06,÷–∂»Œ€»æ,199,130,151,206,41,44,1.76,6
2014-01-07,÷–∂»Œ€»æ,161,129,121,161,48,38,1.44,7
2014-01-08,«·∂»Œ€»æ,118,148,89,109,43,36,1.24,7
2014-01-09,«·∂»Œ€»æ,117,149,88,113,40,36,1.33,6
2014-01-10,¡º,97,80,72,95,30,35,1.27,10
2014-01-11,«·∂»Œ€»æ,113,88,85,116,43,39,1.49,7
2014-01-12,«·∂»Œ€»æ,123,115,93,120,39,36,1.57,6
2014-01-13,«·∂»Œ€»æ,107,108,80,112,39,39,1.43,15
2014-01-14,«·∂»Œ€»æ,105,79,78,113,30,42,1.47,18
2014-01-15,«·∂»Œ€»æ,136,90,104,158,47,50,1.62,9
2014-01-16,÷–∂»Œ€»æ,196,129,148,193,55,44,1.69,8
2014-01-17,÷–∂»Œ€»æ,190,114,143,193,55,51,1.73,12
2014-01-18,÷–∂»Œ€»æ,165,89,125,178,37,48,1.57,25
2014-01-19,÷ÿ∂»Œ€»æ,202,122,153,208,50,43,1.65,9
2014-01-20,÷–∂»Œ€»æ,154,118,116,173,46,45,1.49,21
2014-01-21,÷–∂»Œ€»æ,164,182,124,177,29,44,1.35,31
2014-01-22,«·∂»Œ€»æ,143,159,109,175,36,57,1.46,28
2014-01-24,÷–∂»Œ€»æ,196,149,147,225,69,68,1.71,29
2014-01-25,÷ÿ∂»Œ€»æ,201,157,151,220,66,63,1.66,34
2014-01-26,÷ÿ∂»Œ€»æ,220,169,170,234,49,59,1.94,18
2014-01-27,÷–∂»Œ€»æ,180,156,137,184,37,47,1.75,15
2014-01-28,÷ÿ∂»Œ€»æ,239,168,189,248,64,48,1.98,10
2014-01-29,÷ÿ∂»Œ€»æ,233,169,182,239,45,48,1.97,16
2014-01-30,÷–∂»Œ€»æ,196,114,149,207,30,37,1.78,26
2014-01-31,÷ÿ∂»Œ€»æ,248,122,197,265,27,30,1.72,16
2014-02-01,÷ÿ∂»Œ€»æ,220,154,169,227,27,34,1.78,21
2014-02-02,÷–∂»Œ€»æ,192,112,145,197,23,32,1.83,26
2014-02-03,÷–∂»Œ€»æ,172,172,130,174,23,34,2.07,15
2014-02-04,«·∂»Œ€»æ,141,174,107,144,20,28,1.86,27
2014-02-05,¡º,67,129,48,68,19,23,1.85,33
2014-02-06,”≈,45,88,32,42,15,18,1.53,16
2014-02-07,”≈,42,61,29,39,16,18,1.17,10
2014-02-08,¡º,53,58,37,48,12,19,1.07,11
2014-02-09,”≈,26,21,18,24,12,17,0.90,19
2014-02-10,¡º,63,123,46,59,22,20,1.19,39
2014-02-11,¡º,87,105,64,82,33,25,1.16,31
2014-02-12,¡º,87,78,64,84,29,23,0.97,42
2014-02-13,¡º,97,101,72,100,37,30,0.97,42
2014-02-14,«·∂»Œ€»æ,117,99,88,120,44,37,1.10,37
2014-02-15,«·∂»Œ€»æ,123,88,92,129,40,38,1.08,25
2014-02-16,«·∂»Œ€»æ,138,136,105,147,46,40,1.13,21
2014-02-17,÷–∂»Œ€»æ,160,162,121,164,40,36,1.17,13
2014-02-18,¡º,65,93,47,65,24,26,1.05,16
2014-02-19,¡º,79,80,58,83,28,33,1.20,27
2014-02-20,¡º,82,69,60,82,34,34,1.12,29
2014-02-21,÷–∂»Œ€»æ,156,116,118,174,65,59,1.46,28
2014-02-22,÷–∂»Œ€»æ,188,154,142,196,65,51,1.51,17
2014-02-23,÷ÿ∂»Œ€»æ,221,158,171,240,79,51,1.73,8
2014-02-24,÷–∂»Œ€»æ,188,140,144,201,52,50,1.82,5
2014-02-25,«·∂»Œ€»æ,140,101,106,150,39,41,1.58,8
2014-02-26,¡º,97,84,72,108,33,41,1.41,11
2014-02-27,¡º,85,86,62,88,30,38,1.37,7
2014-02-28,¡º,51,49,32,51,19,28,1.13,9
2014-03-01,”≈,50,49,32,52,33,31,1.26,7
2014-03-02,”≈,42,19,27,41,27,30,1.33,7
2014-03-03,¡º,57,39,37,62,29,31,1.12,18
2014-03-04,¡º,67,72,48,79,43,35,1.18,20
2014-03-05,¡º,80,108,59,98,32,37,1.24,26
2014-03-06,¡º,71,113,51,79,27,31,0.94,32
2014-03-07,”≈,48,47,28,49,22,27,0.89,38
2014-03-08,¡º,67,80,45,82,54,39,1.07,18
2014-03-09,¡º,83,93,60,100,41,36,1.08,36
2014-03-10,¡º,87,80,64,109,49,41,1.16,45
2014-03-11,¡º,84,57,62,103,48,39,1.14,57
2014-03-12,«·∂»Œ€»æ,108,134,81,128,77,43,1.13,36
2014-03-13,¡º,91,134,67,108,35,36,1.17,11
2014-03-14,¡º,60,10,37,68,23,31,0.82,24
2014-03-15,¡º,70,15,50,80,33,39,1.17,22
2014-03-16,¡º,82,33,59,102,38,41,1.25,55
2014-03-17,¡º,94,48,70,119,49,53,1.33,62
2014-03-18,«·∂»Œ€»æ,135,95,102,163,65,57,1.41,75
2014-03-19,«·∂»Œ€»æ,144,165,109,180,77,55,1.58,55
2014-03-20,”≈,43,9,27,43,11,18,0.81,59
2014-03-21,”≈,40,3,25,39,20,28,0.77,27
2014-03-22,¡º,58,15,40,64,39,35,1.04,15
2014-03-23,¡º,75,42,54,89,78,43,1.14,8
2014-03-25,¡º,93,69,69,105,43,48,1.27,29
2014-03-26,¡º,95,69,70,112,41,48,1.23,48
2014-03-27,«·∂»Œ€»æ,115,99,87,136,56,59,1.35,26
2014-03-28,¡º,92,105,68,102,34,44,1.29,29
2014-03-29,¡º,72,71,49,78,22,35,1.19,56
2014-03-30,”≈,40,10,26,39,11,26,0.80,51
2014-03-31,¡º,55,32,38,56,18,32,0.93,47
2014-04-01,”≈,45,10,31,42,15,34,0.93,29
2014-04-02,¡º,57,31,39,57,24,32,1.02,38
2014-04-03,¡º,75,86,54,86,34,48,1.21,32
2014-04-04,¡º,90,117,66,93,34,40,1.10,37
2014-04-05,¡º,77,77,56,72,23,36,1.06,30
2014-04-06,¡º,63,51,45,62,20,30,0.99,48
2014-04-07,¡º,69,50,50,77,29,40,1.22,49
2014-04-08,¡º,89,73,65,101,39,46,1.36,54
2014-04-09,¡º,72,40,52,88,42,46,1.29,30
2014-04-10,¡º,91,88,67,101,33,45,1.45,13
2014-04-11,¡º,81,85,59,86,24,39,1.41,17
2014-04-12,¡º,60,47,39,65,25,32,1.28,48
2014-04-13,”≈,42,10,26,42,20,23,1.20,41
2014-04-14,¡º,52,16,28,53,23,30,1.17,51
2014-04-15,¡º,52,15,32,55,24,29,1.19,45
2014-04-16,¡º,71,81,50,86,33,36,1.32,49
2014-04-17,¡º,71,69,51,85,30,29,1.24,57
2014-04-18,¡º,72,85,52,81,19,29,1.15,52
2014-04-19,”≈,40,15,20,37,14,24,1.10,44
2014-04-20,”≈,31,5,18,30,14,21,1.24,33
2014-04-21,”≈,30,6,18,29,13,23,1.08,24
2014-04-22,”≈,47,26,27,48,27,33,1.05,30
2014-04-23,¡º,52,21,29,56,26,38,1.11,28
2014-04-24,¡º,68,47,44,80,37,43,1.11,32
2014-04-25,¡º,54,40,32,57,23,33,0.99,18
2014-04-26,¡º,73,122,48,96,23,28,0.79,22
2014-04-27,¡º,62,75,43,70,17,27,0.91,33
2014-04-28,¡º,57,34,38,57,17,38,1.06,16
2014-04-29,¡º,66,27,43,75,19,33,0.90,44
2014-04-30,¡º,80,56,52,104,23,47,1.06,55
2014-05-01,¡º,75,34,48,96,21,38,0.94,73
2014-05-02,¡º,83,88,57,111,17,28,0.86,25
2014-05-03,”≈,38,3,26,38,10,25,0.86,19
2014-05-04,”≈,34,4,22,32,14,26,0.89,30
2014-05-05,¡º,57,65,32,62,27,36,0.90,39
2014-05-06,¡º,60,46,32,68,26,36,0.83,59
2014-05-07,¡º,77,84,46,95,32,50,0.93,78
2014-05-08,¡º,94,99,68,123,33,55,1.15,33
2014-05-09,«·∂»Œ€»æ,138,178,105,166,32,46,1.31,16
2014-05-10,¡º,60,98,42,63,13,28,1.03,20
2014-05-11,¡º,52,78,29,57,21,31,0.85,57
2014-05-12,¡º,66,76,45,81,27,44,1.20,27
2014-05-13,¡º,84,101,60,101,27,40,1.29,20
2014-05-14,¡º,66,70,43,74,17,28,1.03,42
2014-05-15,¡º,61,53,35,71,27,35,0.87,28
2014-05-16,¡º,60,32,42,67,15,33,0.86,36
2014-05-17,¡º,72,60,51,87,21,34,1.01,61
2014-05-18,¡º,80,103,57,96,22,36,1.12,78
2014-05-19,¡º,92,109,68,102,15,33,1.16,73
2014-05-20,¡º,92,90,67,104,15,34,1.20,43
2014-05-21,”≈,40,13,24,39,9,28,0.84,40
2014-05-22,¡º,56,39,36,61,18,32,1.16,23
2014-05-23,¡º,55,57,32,60,16,36,1.23,19
2014-05-24,¡º,72,129,50,87,20,39,1.34,23
2014-05-25,¡º,65,68,42,82,13,31,1.17,18
2014-05-26,”≈,50,33,32,62,9,25,0.76,31
2014-05-27,¡º,78,48,53,102,19,37,1.00,39
2014-05-28,¡º,89,94,62,123,16,38,1.12,44
2014-05-29,¡º,88,60,62,121,19,43,1.22,49
2014-05-30,¡º,88,75,64,117,31,40,1.24,48
2014-05-31,¡º,58,49,39,65,21,26,0.93,44
2014-06-01,¡º,71,98,42,72,15,26,0.94,80
2014-06-02,¡º,72,133,44,70,9,34,1.00,70
2014-06-03,¡º,55,56,29,43,7,16,0.86,89
2014-06-04,¡º,70,84,49,75,15,33,1.15,49
2014-06-05,¡º,74,90,53,81,13,32,1.20,25
2014-06-06,¡º,52,51,32,55,12,24,0.95,31
2014-06-07,¡º,61,81,42,68,19,30,0.97,40
2014-06-08,¡º,72,76,51,78,15,33,1.07,44
2014-06-09,¡º,56,72,40,58,7,30,1.15,22
2014-06-10,”≈,39,15,25,39,10,33,0.99,30
2014-06-11,”≈,50,30,32,53,19,29,0.90,43
2014-06-12,¡º,64,46,45,70,21,29,0.94,33
2014-06-13,”≈,47,20,32,48,10,30,0.99,20
2014-06-14,”≈,45,8,29,45,9,31,1.01,31
2014-06-15,¡º,60,34,40,65,10,37,1.23,32
2014-06-16,¡º,62,49,41,68,11,35,1.26,53
2014-06-17,¡º,94,144,49,85,21,45,1.34,109
2014-06-18,«·∂»Œ€»æ,101,151,52,95,17,39,1.19,110
2014-06-19,¡º,66,99,42,79,13,47,1.20,28
2014-06-20,”≈,41,42,27,44,5,29,0.96,25
2014-06-21,”≈,37,30,22,34,9,24,0.71,56
2014-06-22,”≈,39,32,24,38,10,28,0.85,34
2014-06-23,”≈,38,28,23,37,9,32,1.05,28
2014-06-24,”≈,45,44,30,44,12,27,1.04,24
2014-06-25,”≈,32,12,18,31,11,29,0.98,21
2014-06-26,¡º,54,75,35,58,14,42,1.27,22
2014-06-27,¡º,70,123,42,79,12,48,1.46,63
2014-06-28,¡º,64,80,41,76,14,45,1.29,27
2014-06-29,”≈,25,8,13,21,5,28,0.88,40
2014-06-30,”≈,31,17,18,30,7,32,1.09,24
2014-07-01,”≈,33,18,19,31,8,31,0.91,33
2014-07-02,¡º,59,69,29,51,9,35,1.06,65
2014-07-03,”≈,41,25,24,41,8,36,1.01,33
2014-07-04,”≈,45,30,25,43,9,29,0.84,69
2014-07-05,¡º,75,126,42,74,13,39,1.07,78
2014-07-06,¡º,59,95,32,63,13,34,0.97,63
2014-07-07,¡º,80,121,53,91,14,33,1.09,79
2014-07-08,¡º,87,129,49,85,15,28,0.96,95
2014-07-09,¡º,64,91,35,69,13,30,0.84,75
2014-07-10,¡º,63,81,37,73,11,27,0.84,61
2014-07-11,”≈,40,30,20,38,10,17,0.70,54
2014-07-12,”≈,43,41,21,42,12,28,0.84,30
2014-07-13,¡º,69,119,31,58,16,27,0.88,77
2014-07-14,”≈,44,45,24,45,10,34,0.80,37
2014-07-15,¡º,58,85,34,66,21,41,0.93,38
2014-07-16,¡º,77,133,42,81,18,35,1.01,53
2014-07-17,¡º,87,155,46,87,23,35,0.99,98
2014-07-18,”≈,48,59,22,48,19,26,0.76,48
2014-07-19,”≈,46,55,19,44,15,22,0.76,42
2014-07-20,”≈,39,35,14,37,11,21,0.69,35
2014-07-21,”≈,46,46,18,44,16,22,0.69,50
2014-07-22,¡º,61,94,22,57,23,29,0.71,73
2014-07-23,«·∂»Œ€»æ,102,176,39,86,31,35,0.85,119
2014-07-24,¡º,60,105,28,56,13,24,0.70,87
2014-07-25,¡º,86,156,34,69,19,33,0.82,106
2014-07-26,¡º,94,114,42,84,27,37,0.84,105
2014-07-27,¡º,65,63,34,63,21,25,0.73,90
2014-07-28,¡º,67,70,33,64,22,28,0.80,86
2014-07-29,¡º,67,54,30,67,23,32,0.76,68
2014-07-30,¡º,68,111,27,59,23,28,0.68,93
2014-07-31,¡º,71,121,35,76,26,29,0.78,77
2014-08-01,”≈,50,94,24,48,15,26,0.76,75
2014-08-02,¡º,67,125,31,61,15,32,0.87,78
2014-08-03,¡º,73,107,39,70,22,31,0.86,87
2014-08-04,¡º,73,99,39,76,18,31,0.89,94
2014-08-05,¡º,82,149,40,72,23,37,0.89,92
2014-08-06,¡º,68,122,34,64,21,34,0.81,80
2014-08-07,¡º,84,174,33,67,23,27,0.76,113
2014-08-09,¡º,52,87,31,53,7,23,0.96,29
2014-08-10,”≈,44,30,24,45,12,20,1.01,54
2014-08-11,”≈,26,2,15,25,6,20,1.07,26
2014-08-12,”≈,22,1,10,18,6,20,0.79,39
2014-08-13,”≈,46,61,18,39,11,25,0.80,75
2014-08-14,¡º,80,171,39,76,20,42,0.98,96
2014-08-15,¡º,71,96,46,89,27,48,1.02,70
2014-08-16,¡º,65,81,44,77,22,37,0.94,49
2014-08-17,¡º,60,89,40,67,14,29,0.96,39
2014-08-18,”≈,49,57,29,50,11,26,1.07,45
2014-08-19,¡º,53,73,28,52,14,27,0.96,73
2014-08-20,¡º,71,103,41,75,20,39,1.04,83
2014-08-21,¡º,73,72,40,75,21,37,0.88,89
2014-08-23,”≈,43,28,27,43,8,26,0.84,44
2014-08-24,¡º,65,127,44,77,18,42,1.06,39
2014-08-25,¡º,74,138,47,82,18,41,1.20,63
2014-08-26,¡º,54,44,34,60,12,32,0.96,37
2014-08-27,”≈,24,5,13,23,8,26,0.84,29
2014-08-28,”≈,40,31,23,39,9,34,1.00,21
2014-08-29,”≈,44,31,26,45,14,28,1.03,41
2014-08-30,¡º,58,89,28,56,15,30,0.96,62
2014-08-31,”≈,49,64,30,52,11,28,0.93,42
2014-09-01,”≈,46,57,27,48,8,29,1.03,27
2014-09-02,”≈,35,20,18,36,10,27,0.90,32
2014-09-03,¡º,61,155,39,67,19,36,1.10,45
2014-09-04,”≈,33,7,19,32,11,28,0.78,47
2014-09-05,¡º,54,36,29,57,20,33,1.00,49
2014-09-06,¡º,66,57,42,79,24,36,1.19,55
2014-09-07,¡º,75,104,54,85,14,25,1.21,47
2014-09-08,¡º,79,115,57,100,16,27,1.25,71
2014-09-09,¡º,90,154,66,115,17,29,1.27,70
2014-09-10,¡º,82,144,58,96,12,30,1.11,82
2014-09-11,¡º,75,148,52,96,16,34,1.12,52
2014-09-12,¡º,63,143,40,73,10,26,1.03,33
2014-09-13,”≈,42,62,22,41,9,20,0.97,16
2014-09-14,”≈,32,16,16,31,8,20,0.91,16
2014-09-15,”≈,29,17,14,28,9,15,0.87,14
2014-09-16,”≈,44,66,25,44,11,25,1.04,19
2014-09-17,”≈,34,43,19,34,9,22,1.23,6
2014-09-18,”≈,15,1,8,13,7,22,1.13,11
2014-09-19,”≈,40,29,24,42,9,34,1.24,20
2014-09-20,¡º,60,74,36,65,14,37,1.48,45
2014-09-21,¡º,61,102,31,69,17,38,1.17,57
2014-09-22,¡º,62,93,31,71,18,42,0.93,60
2014-09-23,¡º,79,149,57,91,20,40,0.98,43
2014-09-24,¡º,60,106,42,64,11,34,0.87,44
2014-09-25,¡º,78,99,56,91,19,45,1.07,37
2014-09-26,¡º,98,127,73,110,14,44,1.04,20
2014-09-27,¡º,90,112,66,93,12,34,1.06,17
2014-09-28,¡º,80,129,56,88,12,35,1.11,14
2014-09-29,¡º,71,135,46,86,14,41,1.15,42
2014-09-30,¡º,57,122,33,62,14,36,1.07,35
2014-10-01,¡º,56,70,37,60,11,35,1.02,27
2014-10-02,¡º,53,35,32,55,10,30,1.01,46
2014-10-03,¡º,57,47,32,62,13,36,1.00,37
2014-10-04,”≈,42,6,23,42,8,31,0.83,45
2014-10-05,¡º,73,114,50,87,14,38,1.08,48
2014-10-06,¡º,81,121,56,101,20,47,1.14,56
2014-10-07,¡º,73,47,51,91,20,44,1.00,63
2014-10-08,¡º,80,65,57,98,20,50,1.00,66
2014-10-09,¡º,96,109,70,118,26,52,1.07,60
2014-10-10,¡º,93,105,69,115,26,52,1.00,64
2014-10-11,¡º,100,131,73,122,23,54,1.05,76
2014-10-12,¡º,60,78,38,68,20,29,0.63,24
2014-10-13,¡º,59,78,41,57,18,27,0.66,13
2014-10-14,«·∂»Œ€»æ,101,136,75,96,28,42,0.81,19
2014-10-15,÷–∂»Œ€»æ,178,183,134,172,31,46,1.07,5
2014-10-16,«·∂»Œ€»æ,105,112,77,96,12,32,1.07,8
2014-10-17,¡º,52,12,36,44,12,31,1.08,8
2014-10-18,¡º,80,56,58,66,13,32,1.15,6
2014-10-19,¡º,90,111,66,77,14,37,1.19,10
2014-10-20,«·∂»Œ€»æ,133,151,100,120,13,52,1.58,13
2014-10-21,«·∂»Œ€»æ,124,164,94,138,14,50,1.44,31
2014-10-22,¡º,86,93,62,107,15,47,1.07,42
2014-10-23,¡º,86,71,63,98,16,42,0.99,26
2014-10-24,«·∂»Œ€»æ,138,157,104,153,16,49,1.29,35
2014-10-25,÷ÿ∂»Œ€»æ,207,178,157,208,23,61,1.31,31
2014-10-26,÷–∂»Œ€»æ,191,184,145,209,25,67,1.36,37
2014-10-27,÷ÿ∂»Œ€»æ,214,189,166,241,26,64,1.48,17
2014-10-28,¡º,83,119,60,81,9,35,1.01,29
2014-10-29,¡º,57,57,39,58,11,37,1.18,24
2014-10-30,¡º,68,91,48,77,13,42,1.31,9
2014-10-31,¡º,79,116,58,86,20,39,1.27,9
2014-11-01,¡º,53,44,38,52,12,28,0.99,8
2014-11-02,”≈,46,43,32,46,11,28,0.65,20
2014-11-03,¡º,76,128,55,82,20,37,0.88,9
2014-11-04,¡º,98,138,72,112,20,45,1.12,6
2014-11-05,«·∂»Œ€»æ,131,156,98,136,23,44,0.94,28
2014-11-06,÷–∂»Œ€»æ,165,171,125,180,17,51,1.17,10
2014-11-07,¡º,97,157,72,95,10,43,0.79,19
2014-11-08,¡º,85,125,62,86,16,35,0.72,18
2014-11-09,¡º,82,109,60,93,16,39,0.84,13
2014-11-10,«·∂»Œ€»æ,121,108,90,141,15,38,0.91,8
2014-11-11,÷–∂»Œ€»æ,171,165,129,184,19,35,0.98,7
2014-11-12,÷–∂»Œ€»æ,192,188,144,196,15,40,1.17,5
2014-11-13,«·∂»Œ€»æ,149,190,113,152,13,37,0.96,11
2014-11-14,÷–∂»Œ€»æ,182,188,138,201,16,43,1.05,9
2014-11-15,÷–∂»Œ€»æ,193,184,146,204,16,41,1.00,7
2014-11-16,÷–∂»Œ€»æ,154,163,117,154,12,37,0.93,7
2014-11-17,«·∂»Œ€»æ,145,157,110,147,13,38,0.85,15
2014-11-18,«·∂»Œ€»æ,129,147,97,145,21,43,0.84,8
2014-11-19,÷–∂»Œ€»æ,185,173,141,216,29,60,1.15,14
2014-11-20,÷–∂»Œ€»æ,151,146,114,173,22,56,1.18,7
2014-11-21,÷–∂»Œ€»æ,173,130,130,187,29,53,1.31,3
2014-11-22,«·∂»Œ€»æ,102,72,76,101,17,44,1.13,5
2014-11-23,¡º,94,93,70,92,13,42,1.20,5
2014-11-24,¡º,79,106,57,81,13,35,1.21,5
2014-11-25,¡º,57,57,39,59,11,43,1.36,12
2014-11-26,¡º,67,55,47,68,15,40,1.36,7
2014-11-27,¡º,83,115,60,88,16,41,1.37,13
2014-11-28,¡º,94,143,70,107,19,49,1.46,5
2014-11-29,¡º,58,40,41,57,10,33,1.37,5
2014-11-30,¡º,67,105,48,64,12,31,1.42,4
2014-12-01,¡º,57,46,39,58,13,37,1.31,5
2014-12-02,¡º,60,63,42,63,12,31,1.22,3
2014-12-03,¡º,79,114,57,78,13,42,1.21,5
2014-12-04,¡º,72,114,52,70,14,35,1.14,4
2014-12-05,«·∂»Œ€»æ,121,169,90,111,22,43,1.20,5
2014-12-06,÷–∂»Œ€»æ,162,171,122,143,24,51,1.26,5
2014-12-07,÷–∂»Œ€»æ,171,177,129,153,25,48,1.20,13
2014-12-08,÷–∂»Œ€»æ,174,175,132,153,22,56,1.27,14
2014-12-09,«·∂»Œ€»æ,148,157,112,131,22,54,1.07,19
2014-12-10,«·∂»Œ€»æ,104,122,77,89,16,36,0.99,18
2014-12-11,¡º,83,98,60,70,12,37,0.92,18
2014-12-12,«·∂»Œ€»æ,111,159,83,96,18,42,1.00,10
2014-12-13,«·∂»Œ€»æ,134,180,101,119,17,41,1.26,4
2014-12-14,«·∂»Œ€»æ,143,150,108,124,24,45,1.32,5
2014-12-15,÷–∂»Œ€»æ,188,169,143,167,29,48,1.29,6
2014-12-16,«·∂»Œ€»æ,133,182,100,123,21,47,1.01,16
2014-12-17,«·∂»Œ€»æ,131,178,99,120,30,54,1.03,10
2014-12-18,÷ÿ∂»Œ€»æ,223,182,172,201,48,68,1.52,4
2014-12-19,÷–∂»Œ€»æ,169,175,127,175,29,53,1.39,13
2014-12-20,÷–∂»Œ€»æ,159,181,120,193,26,39,1.54,7
2014-12-21,«·∂»Œ€»æ,139,182,105,129,24,38,1.48,10
2014-12-22,¡º,94,104,69,86,22,38,1.67,13
2014-12-23,«·∂»Œ€»æ,145,145,110,139,36,39,1.59,15
2014-12-24,«·∂»Œ€»æ,146,126,110,139,24,30,2.01,8
2014-12-25,«·∂»Œ€»æ,117,120,87,103,33,32,1.91,4
2014-12-26,¡º,73,67,53,70,18,34,1.57,8
2014-12-27,¡º,90,82,66,82,22,30,1.58,7
2014-12-28,«·∂»Œ€»æ,110,79,82,107,25,34,1.68,17
2014-12-29,«·∂»Œ€»æ,124,92,93,122,17,34,1.75,20
2014-12-30,«·∂»Œ€»æ,142,125,108,137,23,38,1.63,19
2014-12-31,«·∂»Œ€»æ,144,475,109,148,27,28,1.79,5
2015-01-01,÷–∂»Œ€»æ,191,347,144,196,32,24,2.07,4
2015-01-02,÷ÿ∂»Œ€»æ,222,659,171,239,32,20,2.32,3
2015-01-03,÷ÿ∂»Œ€»æ,230,346,179,249,37,36,2.50,3
2015-01-04,—œ÷ÿŒ€»æ,262,329,211,292,41,46,2.17,4
2015-01-05,÷–∂»Œ€»æ,164,235,124,160,19,36,1.56,8
2015-01-06,¡º,83,232,60,86,15,34,0.95,23
